id,imdb_id,overview
202183,tt1327702,
272543,tt3727486,"The single parent Meike has her life firmly under control: she lives with her son Paul in Berlin, has a loving friend in the chef Sascha, and she is soon to take over the management of a small trendy café. One evening, however, she received a call from her home village: Her father Erich, a Lake Constance fisherman, was hospitalized after a heart attack. Many years ago, Meike's move to Berlin broke off contact with him. In this situation, however, there is no question for her: Together with Paul, she immediately sets off for southern Germany to look after her father. But he is already back on his feet and does not react very pleased to the surprising reunion with his daughter: He still blames her for the death of her brother, who once drowned in a fishing accident in the lake. Erich's accusations and Meike's nagging feelings of guilt had led to her flight to Berlin. Now the gnarled fisherman stubbornly refuses to accept help from his daughter. Nevertheless, Erich cannot hide his joy at meeting his grandson Paul for the first time. He's not the only one who is surprised by the boy's existence: After all these years, Meike confesses to her childhood sweetheart Markus that he is Paul's father. It doesn't take long for the bright boy to develop a trusting relationship with his father and grandpa. Meike, on the other hand, is troubled by the confrontation with her previous life. A reconciliation with Erich hardly seems possible, on the contrary: The smoldering conflict is getting worse and worse. At the same time, the old feelings between her and Markus are awakened again. In this difficult situation, Sascha suddenly appears in the village. As Meike tries to reconcile her past and her new life, it becomes increasingly clear that she has to make a decision.—ARD Das Erste"
173151,tt0400297,"Emilio has to spend all summer cramming for an exam. He goes to his rich uncle's summer house to concentrate on his studies when some unexpected visitors arrive and make his life a complete living, funny,circus of a nightmare."
206574,tt3430702,
60106,tt0371907,"Serge Vaudier, a mathematics teacher, wins the lotto twice and claims he can do it again, thanks to an infallible system he has designed. Is a he genius or a con man? Angèle, the head of the the government's bureau, is determined to entrap him. She asks her secret lover, Jacques Loriot, an expert player in the casinos, for help...—Guy Bellinger"
164419,tt1145449,"Ida, adopted from Africa to Finland as a child, is now an unemployed seamstress approaching her 30s who still lives with her activist mother Kati. Kati wants to fix her daughter's life and offers her a job at her work. Encouraged by her new friend Ville, Ida, however, sets out for Berlin to find a job and to prove to her mother that she can manage on her own. Meanwhile, Kati has been told that she is seriously ill, but she does not want to mention it to Ida in fear of standing in the way of her daughter's struggle for independence. Ida wants to have her own life, but what will she have left at the end of the day?—Anonymous"
44155,tt1612608,"Life smiles at Dino Fabrizzi,a cool forty-two-year old Italian. Not only is he the most successful salesman at The Maserati dealership in Nice but he has had a steady (and hot) relationship with Hélène,his girlfriend, who is beginning to contemplate marriage. To crown it all he is nearly certain to land a senior position at the dealership. But there is a tiny wee problem. The funny Italian is not Italian at all! His real name is Mourad and he is actually of Algerian origin. So, when to please his father (who does not know his son pretends to be Italian), he promises him to celebrate Ramadan he is bound to get into serious trouble...—Guy Bellinger"
64934,tt0297314,"A young man, to whom life has never smiled, decides to change his destiny and begins by conquering the pretty woman with whom he fell in love."
74950,tt0807707,A gang member has an affair with a rival gang member's girlfriend resulting in a war between the gangs.
2692,tt0949770,"A documentary on the late American entertainer Dean Reed, who became a huge star in East Germany after settling there in 1973."
76846,tt0073239,"Hypochondriac Lasse can and does pull the girls with no trouble, although for a short while this causes a real and painful health problem. Meeting Lena while delivering papers - the nearest he has got to his favoured career of journalism - he finds himself getting serious. But he seems unable, or unwilling, to give up the girls, his phobia, and work-shy lifestyle. Something will have to give.—Jeremy Perkins {J-26}"
329227,tt3595024,"Oliver Stone presents a tribute to a friend one year after his death, the friend in question was the Venezuelan leader Hugo Chávez. The documentary covers the time Stone and Chávez spent while making ""South of the Border"", when they developed a close relationship; and also the testimonies from South America leaders and people close to Chávez to talk about their views on the man and the politician, and share some personal stories they had with him.—Rodrigo Amaro"
343693,tt0827990,A young man's life is turned around with the help of a genie inside a lamp.
182799,tt0138353,"What's the bond between partners, between brothers, and between spouses? In L.A., Bill Holt handcuffs Sean Rickhart inside a rebar frame for a freeway pillar at a construction site; Bill's going to bury Sean in quick-drying cement. Guided by the narration of Nin, Bill's coke-snorting partner, we go back and forth over the past 48 hours to find out what brings Bill and Sean to this deadly scene. Missing money, cops on the take, Sean's two brothers (one the leader of the mob, the other a camera-carrying simpleton), Bill's wife, dead young police officers, infidelity, and Bill and Nin's partnership make a mix as volatile and unstable as the cement is solid and immobile.—<jhailey@hotmail.com>"
230295,tt0223490,"A comedy about two men who meet in a detached house in the Stockholm archipelago to write a play, hunt roe dear, hava a sauna and relax. But a tabloid got a news story about the authors and sends a journalist to take photographs and bug their conversations.—Fredrik Klasson <fredrik.klasson@telia.com>"
42416,tt0128051,"Scella Pezzata, daughter of the Indian chief Heavy Ball of the Cefaloni tribe, is betrothed to Cavallo Pazzo, but is in love with Arrapaho, son of the Indian chief Mazza Nera of the Arrapaho tribe, who is in turn the object of Luna Caprese's wishes of the Froceyenne tribe."
273510,tt0212318,"A young woman in her late teens, a reader of novels and with high hopes of romance and passion, marries a widowed country doctor. Although he dotes on her, she is soon bored and discontent. First, she gives her imagination to a law student in town, and next she takes a lover. When he refuses to run away with her, she takes up again with the law clerk. Her spending on dresses and furnishings mounts; these debts and her ill-advised professional counsel to her husband bring his ruin.—<jhailey@hotmail.com>"
12076,tt0472767,"Three years have passed since Elling moved to town with Kjell Bjarne, his roommate from the institution at Brøynes. Elling now lives on his own in the apartment. Kjell Bjarne has moved up one floor, to Reidun and her little daughter Mojo. Feeling like an outsider, Elling isolates himself more and more. He observes humanity with astonishment and wonders at how everyone else seems to be adjusting so well. Finally, Kjell Bjarne takes care of the situation. Elling protests, but he is still pretty happy as he is transformed into a new man: clean, fully rested, and well-dressed. Deep inside, he also knows what's lacking, and one evening he finally finds the woman he knows is able to fill the void in his life. He's willing to do anything to win her trust and love. But when he is invited to his new girlfriend's for dinner, a few objections appear to Elling, and the story doesn't end quite the way he had thought it would.—Anonymous"
204768,tt2207090,"Momo has one dream buried for years: become a petanque champion. When an international tournament is announced, he drops his ordinary life to win the first prize and fulfill his dreams."
117678,tt1967481,"15 years after falling into a coma, Olivia wakes up in the body of a 30 year old woman, but still with the mind of a teenager."
129966,tt1921068,A young man helps a woman to come to terms with a traumatizing event of her past.
198130,tt2602664,A black metal band it is about to split up. In their way to one last gig at Hellfest festival an accidental death triggers numerous misadventures to four metalheads.
204965,tt2499818,"For years, Martin has been working on his great play about cloud castles, flying pirates and a feisty princess. His secret role model for the leading character is his good friend Isabel, a cheeky young woman who is waging war on genetically modified seeds around the world. And she is leaving tomorrow to go to the middle of Africa for the next three years. Low and behold, Martin confesses his love to her at the departure desk. A confession which would have meant the world to Isabel some time ago, but now comes too late to change things. But then the flight is delayed for several hours. Isabel takes off into the city to talk to Martin, but he has disappeared...—Anonymous"
151730,tt0208926,"This art experiment by Andy Warhol captures the simple act of a man eating mushrooms. This one-man show starring Robert Indiana presents the actor slowly eating some mushrooms, having an enjoyable time not only with the food but also with a friendly cat that from time to time comes to see what the man is doing.—Rodrigo Amaro"
124207,tt0085438,"After injuries force an AS Roma center forward off the field, he survives on petty scams."
42438,tt0107958,"Riccardo Morandi is a billionaire on the verge of bankruptcy, due to some debts incurred with banks that had decided to finance him in the production of a special catalytic converter, whose patent has mysteriously disappeared."
56971,tt1331295,
42441,tt0200215,Four different stories about italian football team's supporter.
38366,tt0115899,"Levante lives in a small city near Florence (Tuscany, Italy) and his life is plain and a bit boring, until the day the twister arrives: a bus with six Spanish flamenco dancers that will twist Levante and his family life."
121510,tt0086438,"Two soccer stories: Alvaro Presutti is a referee who seems to be the last to know about his wife having an affair with a German soccer star. Amedeo Amedei has to please both his father, a die hard Roma supporter and his future father in law, who supports Lazio.—Il Tesoro"
48935,tt0188277,
205349,tt0062914,The firefighter student Francesco Perricone and his cousin the brigadier Barrese fall in love both of the beautiful brunette Caramella and the barracks of Rome are transferred to the village of Sicily where the girl lives.
285532,tt0122998,
255906,tt0076026,
52238,tt0079943,"An ex policeman, now working for Interpol, and his ex assistant find themselves caught up in a Mafia war. With the help of a large dose of luck, two sexy women and the timely arrival of fellow agents, they take on the Mafia at their own game.—tenebrae70"
165159,tt0077130,"Riccardo Finzi is a private investigator On his first night in town he meets a mysterious girl named Susy, who is later found dead. Convinced of foul play, he and his assistant Giuseppe decide to investigate."
127760,tt0081689,An industrialist wants to corrupt a politician in Rome and here he meets Er Monnezza. The thief will help the entrepreneur to recover the stolen goods.
62725,tt0080606,A police inspector is called to Milan to investigate a murder case since he grew up in the same ghetto as the suspect.
212503,tt3002578,Thomas Müller is spotted by a marketing agency for his exceptional normality.
307113,tt3506224,Follows the (succesful) presidential campaign of _Sauli Niinistö_ from inside of the campaign office.
129062,tt0058475,"On his own wedding day, sheriff Pat Garrett must leave and try to arrest two bank robbers."
302118,tt4045488,The children of Bollersville run away from kindergarten to free their grandparents from the old folks home.
55553,tt0170223,"Middle-aged Maire's husband spends most of his time abroad on business. Alone in their large house, Maire fills her empty life by absorbing other people's tragedies from tabloid newspapers. Obsessed by the story about a young single mother whose husband was killed and the killer got away with it, she befriends the young widow who would rather forget the whole event and go on with her life. Gradually, however, persistent Maire convinces her that the man must be made to pay for what he did.—Markku Kuoppamäki"
197335,tt0086266,"Gigi, a mentally ill patient apparently healed; he leaves the psychiatric hospital of Rimini to reach Andrea in Rome, another ex-mentally ill who offers to host him at his aunt, an elderly, bigoted and deaf lady."
82341,tt0085134,"Gigi and Andrea go to their favorite beach site to scope the field for babes. Their wild antics and schemes to ""beccare"" or get with woman is nothing but side splitting hilarity"
48805,tt1073654,
128946,tt0049444,Fridolf and his wife Selma gets a telegram from their daughter Maggan. She is engaged and are her way home to show her little baby.
59040,tt0087181,"Episodic comedy-drama about two recruits who join Italy's carabinieri, become friends, and work together on several cases."
56825,tt0094901,"Former high-school friends meet for a party after 15 years, but discover that much of the innocence and friendship is gone."
60014,tt0096884,"After intercepting a call, police officer Carlo conducts a drug bust at a private party at the upper-class apartment of Rosanna Clerici and she is arrested. Just as the police and party guests are leaving, Rosanna's 6-year-old son Giulio comes out of his room and asks Carlo where his mother is. Since Carlo is responsible for his mother's arrest, Giulio tags along with him until she is freed. Carlo tries to get Social Services to look after him, but the Courts tell him that he's the best choice for caregiver until a better one is found. Although Giulio disarranges Carlo's life, Carlo gets to like Giulio and falls for Rosanna while she's in prison. It ends with Rosanna being released from prison and the three of them going out to dinner.—Anonymous"
56551,tt0104798,A neurotic writer's life is turned upside-down when he meets by chance an actress with psychological disorders while he's working on a Jimi Hendrix biography.
58189,tt0110808,Comic tale of a cynical TV star's slow-combustion romance with a young paraplegic.
58081,tt0117695,"Romeo, a lovelorn Roman musician in his 40s with 20 years since his only hit, consults a fortuneteller who predicts he'll find love and money with a foreign singer named for a flower. In Brussels he meets Marguerite, an older chanteuse who interprets Jacques Brel and loves her yappy dog. Then, late one night, he's bingeing on burgers when he meets Iris, a 25-year-old waitress, free spirit, poet, and singer who sleeps with a new man every night. Romeo puts her poems to music and they form an act; he moves in with her and pays all the bills. She insists it's business, but he's really falling for her. What will happen when an important producer hears them perform?—<jhailey@hotmail.com>"
42674,tt0167947,"The life and times of Armando Feroci, a fortyish divorced husband, a careless father, and unreliable brother who's been everything jobwise. The story is told in flashback by his friends after he is mysteriously kidnapped in an Arab country by an integralist group and condemned to death.—Salvatore Santangelo <pappagone2@libero.it>"
43544,tt0312929,Seven people in a therapy group are forced to find new ways of coping with their problems when their therapist dies in the middle of a session.
93855,tt1846985,Three divorced fathers are forced to live together.
255456,tt3173524,"The story about a man who loses his job, his new fiancée and is forced to live with his two children which he never cared about. When everything seems on the verge of falling down, the new girl next door will electrify the house."
211710,tt0173231,"A girl strolls through the Old Town streets of Warsaw and listens to the sounds of the city, which change from random noise into a kind of outdoor concert."
251555,tt3132094,"After winning the lottery, a pampered dog becomes the target of kidnappers."
269165,tt0057723,Twelve men must decide the fate of one when one juror objects to the jury's decision.
3539,tt0412888,Traumatised paramedic looks for the woman of his dreams.
80472,tt1606385,An upper class teenager leaves his predetermined life to start a new one in a small town.
211179,tt0290240,"Attalus, a war prisoner by Rome, proves his valor in the arena, becomes a gladiator trainer, conquers the women's hearts and the men's envy, and saves Rome from a political plot to a usurper to occupy the throne."
241982,tt1567385,"The young editor-in-chief of a fashion magazine must divorce from her ex unbeknownst to her current beau, who just proposed to her."
129359,tt0050643,Fridolfs daughter Maggan is having a baby.
30028,tt0122968,"Five years after throwing a killer party and stealing Muffin away from alpha-male Zeta frat member Bud, head party nerd Ritchie is married (to Muffin!) and runs a detective agency."
58757,tt0044696,"When Heidi, a little girl who leads an idyllic life with her grandfather in the Alps, is cruelly taken from the mountain retreat by a stern aunt, she adapts to life in the village below by bringing humor and goodwill to every situation."
79892,tt0047597,"France, the beginning of the XIV century. Every night, Queen Margaret of Burgundy and her two sisters arrange orgies, to which beautiful nobles are invited. The young men were brought blindfolded, and after a night of love they were killed and their corpses thrown into the river, because the queen was afraid that her husband would learn about her adventures. One of her lovers managed to escape death. He knows the secrets of the queen, knows that she once gave birth to a son from him, claims that he has evidence that Margarita wanted to kill her father and blackmails her."
10639,tt0206088,A girlie stranger to a small village seduces some men and causes real chaos in the lives of some straight citizens.
145194,tt0117814,"Tin-Tin is a bar pianist, living with the radio talk show host Paul in a relation gone stale. Still her parents are expecting grandchildren. Then a self certain Norwegian business man turns up giving her the eye."
11719,tt0102667,"Bull Webster is a taxi driver with some work problems on his hands: the Spider Corporation, a giant financial holding company, has decided to buy out his taxi co-operative in order to make it go bankrupt and purchase its land at a low cost. Bull is almost driven to desperation, but then he finds the winning ticket in his pocket to a lottery with the biggest prize of all time: $150 million! With money like that, he can afford to make his enemies eat their plan. But at this point, Bull's future begins to interest those responsible for the destiny of human affairs: Heaven and Hell send an Angel and a Devil to tempt Bull into evil or to convince him to do good. The appearance of these characters in earthly events creates a maze of situations that are amusing, dramatic and full of action. And for once it's the humans, and especially our hero Bull, who come out winning.—france"
168300,tt0036977,"As World War II escalates, the tight-knit occupants of a street in Tokyo must relocate from their homes so that the government can use the space."
131503,tt2142955,A story of a house and three women of different generations who inhabit it through the years.
123283,tt0325794,An exclusive look at Marilyn Monroe just before her tragic end. Set in New York City in the 50's - It's a surprising documentary that captures the movie legend as she runs with Broadway pals from the Actors Studio.
58587,tt0454121,
72917,tt0286482,"Set in Paris during the 1960s, a group of stylish teenagers hang out at a club called the Drugstore."
76642,tt0047368,"Fernand Sarrasin, nicknamed Noël, is a nougat manufacturer in his fifties who lives an uneventful life in Montélimar. One day he saves a young girl called Cécilia from drowning and falls in love with her. He persuades her to marry him despite their difference in age. Unfortunately Julie, Noël's jealous and spiteful sister-in-law, does her utmost to separate him from Cécilia. She even goes as far as to throw Noël's young wife into the arms of a playboy pianist, Jean Balestra. Both leave for Paris and Noël is heart-broken...—Guy Bellinger"
64357,tt0216911,"Yvon Rance, a born hairdresser and an elegant middle-aged man with a perfect toupee, reigns in his native Brittany over a clientèle of little old ladies. But his main reason for living, his masterpiece, is Laetitia, his only daughter, whom he has single-handedly brought up for eighteen years and whom he fondly pictures as heading a cutting-edge hairdressing salon. But she has secretly auditioned for the movies and has been cast in the leading role... her life is about to change! For her father, this is a real catastrophe.—L.H. Wong <lhw@sfs.org.sg>"
157787,tt2492190,"Margot, a mother-of-three who works as a secretary at an Import's company is summoned to work as a secret agent with the codename ""Rose"" forming a funny duo with the handsome spy FX."
102534,tt1673392,"When his mother takes a shine to a man at a party, a young man begins to lose his grip on reality. Initial release: March 25, 2011 (Finland) Director: Zaida Bergroth Editor: Jan Forsström Music composed by: Mi and L'au Awards: Jussi Award for Best Leading Actress—James Williams"
30149,tt0108252,"It's summer and Sune Anderssons family is planning a holiday in Greece. Sunes father, Rudolf is sulking because then he won't be able to go on his beloved fishing trip. But after seeing how much the Greek trip is going to cost, he comes up with a great idea: Let's go on a camping trip instead. A lot is happens during this trip and after a while Rudolf discovers that the camping trip might not be as cheat as he thought.—nL <ni_la2000@hotmail.com>"
28573,tt0123916,Young woman sleeps with a variety of characters while on a road to self-destruction.
226163,tt2229221,"""The 1942 World Cup does not appear in any history book, but was played in Argentine Patagonia."" Osvaldo Soriano. Futbol, 1995. The film reconstructs the mysterious story of the 1942 Patagonia World Soccer championship, never acknowledged by the official sports organizations, and which for decades have remained shrouded in legend without the winner ever being known.—Filippo Macelloni"
57342,tt0306456,Several stories unfold simultaneously over three days on the Mediterranean island of Ibiza.
62352,tt0115164,"Five conversations frame a flawed marriage in this film written by Ingmar Bergman about his parents. Guilt-ridden wife Anna (Pernilla August) divulges an extramarital affair to a priest, her uncle Jacob (Max von Sydow). He presses her to confess her sins to her husband, Henrik. As the film moves back and forth in time, the notion of truth is tested. Tomas, the lover, and Henrik will find that Anna's confessions do not absolve anyone, and have the power to inflict more pain. Source: Rotten Tomatoes—Sasa Aleksic"
237171,tt0049450,A British radio operator is captured in occupied territory and forced to send messages back to London endangering allied forces.
63775,tt1379057,"Featuring Venus Flytrap and Romarik De Malkhange Romarik, a misfit teenager, meets Venus, an occult student witch. After a little journey into the universe of Romarik's mind, Venus feel that this guy could create The Ultimate Band and conquer the world. She has a plan... He records an album with Satan System. Venus casts a spell on it... Power and decadence of the old dark Paris !!! Highway to success and hordes of fanatics !!! BURN PARIS BURN—Anonymous"
227383,tt0972385,Tomi finds himself in love with two women and his wife Maria finds herself in a situation where she has to deal with the fact that Tomi is the love of her life.
74822,tt0076242,The young judge Fayard is not afraid of anybody as he does his work honestly.
152635,tt0068233,"Sadiel, a Leftist leader in a North African state, takes refuge in Switzerland in the aftermath of a coup. Aware of the threat Sadiel poses, ruthless Colonel Kassar contacts the French security services for help to capture the political activist. Darien, a police informer, is forced to lure Sadiel to Paris, allegedly to make a television piece about the newly independent Western colonies. When Sadiel gets to Paris, he is captured and delivered to his opponents. Disgusted by the way he has been manipulated, Darien tries to turn back the clock, but he doesn't know with whom he's dealing. Loosely based on the true story of Mehdi Ben Barka.—Anonymous"
183962,tt0065584,A doctor struck off the order for euthanasia is called by a man to help his depressed son since the suicide of his companion.
267654,tt0098154,"An expert magician is hired to entertain world leaders at a peace summit. Unfortunately, he finds himself hopelessly entangled in an elaborate terrorist assassination plot."
287391,tt0059103,"Modest bank employee and passionate billiard player in his spare time, Bernard Noblet is bored stiff."
65718,tt0040137,"A French fugitive arrives in Genoa, where he becomes entangled with an Italian woman and her daughter."
131507,tt0058551,A theater manager wants to stage a striptease act but his jealous wife puts a lot of obstacles on his way.
288313,tt3552638,A lawyer must cross the line between law and crime to protect his family.
117913,tt0038155,"A man, standing trial for robbery with murder, faces the death penalty. The testimony of an old civil servant will be crucial."
242240,tt0039424,
47110,tt1309409,"Two young Greek filmmakers seeking financing for their film ""The End of the Passion"" and end up with ""Panourgias"" a former porn-king of the 70s. He agrees to shoot the film but he also has another secret plan."
246049,tt0207479,"In the year 2222, a former drug dealer is kept in a state of hibernation. Reanimated, he tells his story. Leader in the narcotics market, his situation was prosperous until, during a political change, the government legalized its use."
211561,tt0043412,"Four criminals commit a robbery at a soccer stadium, and then split up to try to hide separately from the police."
146596,tt0045807,A Sicilian nobleman is very jealous of his mistress and when she gets married flies off his handle and commits a murder of which an innocent man is accused. He is however tormented by his conscience.
66584,tt0100334,"At a maximum security prison, there is preparation for the annual party where entertainers and strippers are scheduled to perform. But not everyone is having fun. A man is sent to solitary, his wife has a nervous breakdown, and a convict prepares to make a daring escape.—Steve Richer <sricher@sympatico.ca>"
121513,tt0072595,"When Tina is put on trial for murdering her violent and unfaithful husband, Gino, only one juror, the housewife Gabriella, believes in her innocence. Gabriella tries to find a witness who can absolve Tina."
70989,tt0498125,An expectant wife opens a nasty barrel of worms by filming a documentary about her dysfunctional family.
50531,tt0252985,"Giacomo meets Giovanni, his former best friend with whom he quarreled three years before. Giovanni persuades him to go visit their third friend Aldo, who is dying in Sicily; flashbacks tell their story: Aldo was the phantom in operas, Giacomo was dubbing films in which he only made noises, and Giovanni worked as a living department-store mannequin. Unsatisfied with their careers, they try to stage their own show but women troubles separate them."
66700,tt0461179,
199985,tt0169787,Enrico is a photographer with questionable ethics.
330275,tt3432260,"Welcome to a family meeting in the middle of a shocking moment in Winter Roses. Jean (Jean-Pierre Marielle), the patriarch of a family, decides to utilize euthanasia as a clinical method by which to end his life due to an incurable disease. With his wife, they announce the news to their three children, each of whom responds in a very different way."
142528,tt0885484,"After a successful experiment on Algernon, a mouse whose level of intelligence thanks to that procedure dramatically increased, the scientists decided to go further - the next ""guinea pig"" is Charles, a mentally retarded young man. The experiment is again successful. But what happens after it?"
62243,tt0136225,A middle-aged plumber quits his job and questions his life after seeing somebody his own age suddenly die from a heart attack on his way to work.
105766,tt0467475,"Marta works for a TV station and dreams that she speaks German fluently and is able to play piano, disciplines she does not know. This anomaly could be caused by her obsession with Beethoven. While organizing an extravagant TV program with her partner Nicola in which all kinds of intellectuals and wise men appear, she decides to undergo a regression. As a consequence of this, she lands at the beginning of the 19th century, during the last years of the life of the famous German composer.—jsanchez"
259616,tt0092196,
257734,tt0127458,
114438,tt1639093,"Russendisko is the story of Wladimir, Andrej and Mischa. Three young Russian friends, who move from Moscow to Berlin in a lucky wave of emigration right after the fall of the Berlin wall. They take their chance looking for a better life and find themselves involved in the tales of everyday lunacy on the streets of Berlin and its spirit of the early nineties. Russendisko is a modern fairy tale, a story of friendship, of love, of dreams and the search for happiness and its fulfillment. The film is based on the mega selling novel by Wladimir Kaminer.—Anonymous"
71191,tt1730701,"Three crooks with $50 million from a bank heist decide to hide out at a police station, where the cops mistake them for fellow officers."
15713,tt1350940,"Jean-Gabriel, married and father of three, lives odd jobs and spends his time at the local PMU bar. One day, to please his daughter, he quickly promises the whole family to take them on a ski vacation."
96872,tt0213268,Goofy participates in several Olympic events and generates several disorders.
62545,tt0319147,"Stefania and Tommaso are to marry and want their wedding to be special. They travel to Stefania's childhood church and there meet a priest who rises to the challenge. In the ceremony the couple are confronted with not only the beauty of their love but also the darker challenges of marriage; the loss of togetherness, the temptations, the interference of others. Yet, through it all they and their guests learn that love is something that we all must do alone.—johnno.r@xtra.co.nz"
284189,tt3135362,
334651,tt1272010,"Alexia Moreno is a young promising figure skater. While participating in the French championship, she does a triple Axel and lands badly, breaking her Achilles' heel. Her career ends suddenly and all her dreams vanish. After a life full of effort and sacrifice, Alexia loses herself in the Parisian nightlife to forget her failure and make up for the frustrations of her strict upbringing. Until the day when she meets Jacques Rocaille, a second class coach who still believes in her. She now finds herself confronted to a choice: go back to her hard life of training and risk failing and becoming the media's laughing stock or continue losing herself in a life devoid of meaning.—Happy_Evil_Dude"
107525,tt0460557,A soap opera screenwriter writes a romance for herself and the star of the show.
330588,tt3837070,"For many years Nina and Mark have been trying to have a child, including many unsuccessful attempts with IVF treatment. Adoption is not an option for them. They long for their own child, brought to life by their love for one another. Their seemingly last resort, still illegal in Germany, is a surrogate mother. For financial reasons, they choose India. Nina's fertilised ova are implanted in the womb of a young Indian woman. Everything goes well and Nina and Mark are anxiously awaiting the arrival of their baby when, out of the blue, they receive harrowing news. The surrogate mother has vanished. The German couple, against all odds, starts out on a search for the woman with their child in her belly.—Anonymous"
289126,tt1854538,"A third girl has just been murdered during the holiday season. Commissioner Rousseau does not believe in the serial killer hypothesis about which newspapers love to fantasize. At the same time, Mariella De Luca, young and mysterious female inspector, joins the team of Rousseau. The two policemen join force to solve an enigma originating in Italy, during the Years of Lead.—M&M"
320299,tt3142260,"The head of a famous artist with a sordid past is found in the catacombs in Paris. In his studio, Commissaire Rousseau and the young profiler Mariella De Luca discover a second decapitated body, not his wife's. The mystery deepens when another head is found a few days later.—tv5monde.com"
335141,tt0344943,
267623,tt3135128,A couple must deal with their 10-year-old son's leukemia.
86258,tt0043359,"In 1950s Mexico, a famous bullfighter loses his nerve after he's injured and witnesses the death of another matador in the ring."
275244,tt1535430,Remake of popular soviet animation movie about Cheburashka and Crocodile Gena.
75066,tt0055336,"At 73, France's ex-president, Emile Beaufort, faces declining health, but he still plays a vigorous role behind the scenes as a philosopher and, potentially, as a power broker. In particular, his relationship with Philippe Chalamont comes into play: Chalamont seems in line to be the next Prime Minister, and Beaufort's history with him is long, deep, and problematic. As Beaufort dictates his memoirs, his narrative take us to occasions, 15 and 20 years before, in which Chalamont and he clashed. Chalamont is not without talent and guile: he comes directly to Beaufort to see if they can sort things out. What will Beaufort, ill health and all, do?—<jhailey@hotmail.com>"
332759,tt4114478,Highly intelligent professor helps solving crimes.
290043,tt0884138,Village policeman Klaus Burck has received female reinforcement fresh from the Hamburg police academy.
252845,tt0196025,"David and his wife Gilda transform their beautiful villa in a brothel, which are home to several characters. Odile, the daughter of a woman tortured by mercenaries, meets in the villa one of the torturers and want to relive over his own body the suffering endured by the mother. An ambassador who was abandoned by his companion, imposes its new partner to take his place. An eighteen year old, very open-minded, staged an orgy."
62363,tt0069460,"The greedy Galipeaus, thinking the old Martinet is about to die, provide him a life annuity to own his house after his death. But Martinet continues living for years, so the Galipeaus opt for radical actions."
218772,tt0079248,"Montano's corpse is found after being kidnapped by Maurice. The police think then to use the same ways criminals use and to infiltrate Tony Lo Bianco in the gang. Tony is a former FBI agent sent back to Italy for many crimes. Police Superintendent Ferrari disagrees but Tony begins his operations and meets Paulette, the Maurice's daughter. Tony and Paulette find out that perhaps Maurice is not responsible for Montano's death and they discover they have to start a real battle to save their lives.—Baldinotto da Pistoia"
337101,tt4341806,"Real-life powerful Catholic priest Fernando Karadima committed crimes of child abuse and pedophilia between the 1980s and 2000s. The film follows the struggle of his victims, to be able to reveal the truth and look for justice."
66082,tt0163180,"Iconic artist Rembrandt van Rijn worked in the fields of painting, drafting, and printing, becoming the most iconic artist in all of Dutch history. This documentary profiles the story of a man whose varied works left an indelible mark on the world."
156145,tt0169815,"Aristide receives a big inheritance from his mother, but when he meets a beautiful redhead at the cemetery, his life changes unexpectedly."
41703,tt1224449,"After a failed marriage, Masha retreats to the sanctuary of her humble profession as a translator of serious literature. Financial difficulties force her to accept an offer to interpret during a seminar held by an English puppeteer."
89330,tt0177867,"After his release from prison, a petty criminal assembles a ragtag group to rob banks."
119409,tt0807006,"After accidentally killing the albino boa of his boss, and in search of money to buy a new one, Dani and his colleagues sign up for the first national competition of Dance Dance Revolution."
58611,tt0090383,"Ovidio Ceciotti is a teacher, he is plump and he is not a man of character. He is treated badly by his school-master, by his students, by Lidia, his girl and even by his dog. One day his twin arrives. He calls himself Ralph Benson and has a completely different character. He is impudent, genial, he is popular with women, he is not plump, he spent six months in a jail. Even the dog likes him more than Ovidio. Ralph plays in a bar with the beautiful Esmeralda. They will have to live together. How long will it last?—Baldinotto da Pistoia"
58615,tt0093645,"Mario, a tram-driver, and Silvio, a banker, make friends in the group of participants in a survival training course."
57918,tt0164519,"On the day of his eighth birthday, Marco wishes to be a grown-up man and, suddenly, it happens."
173177,tt0102668,"The inmate Proietti, nicknamed ""Er Soffia"", getting out of prison. There is the Roman brigadier Vasco Sacchetti, an agent of the narcotics and his old friend who, to celebrate his freedom, invites him to eat fish at Fiumicino."
61303,tt0129161,"Aldo and Vittorio are two men suffering from disabilities. One is blind, the other is forced to a wheelchair."
75001,tt0113841,"Franco is tired of his life as a shopkeeper in Rome and decides to leave his wife and daughter to begin a new life in Tunisia. Things don't work out as planned and he's forced to go back to Italy after a few years. Completely destitute, he'll be hired to work as a waiter in his old shop by his wife, who fails to recognize him...—Giancarlo Cairella <vertigo@imdb.com>"
38285,tt0087971,A man is forced to completely change his habits when he decides to move from the country to the city.
121516,tt0084782,
139563,tt0072009,A young policewoman discovers an ecological scandal and must face the corruption in the Milan Police department.
